# WORD	TF	IDF	ATTR
烤五花肉	14.6	4.97	n
兰花豆	13.86	8.52	n
牡丹花	10.48	15.1	n
麻花	13.35	8.8	n
棉花糖	0.91	0	n
茉莉花	13.4	9.74	n
蔷薇花	13.94	7.11	n
水仙花	12.52	11.45	n
五花肉	12.59	10.72	n
鲜花	13.94	7.88	n
鲜花饼	11.33	13.3	n
雪花酥	14.22	7.05	n
雪花蟹壳	12.76	11.24	n
向日葵花束	11.26	13.43	n
向日葵花梗	11.84	12.84	n
花卉肥料	12.89	10.62	n
化妆包	10.16	15.19	n
体温计	11.66	13.17	n
急救箱	12.79	10.85	n
脏衣篮	12.89	10.61	n
医用口罩	12.3	12.58	n
旧绷带纱布	11.6	12.81	n
血压监测	13.96	8.23	n
血糖监测	12.44	11.62	n
心率监测	0.7	0	n
拐杖	12.77	11.22	n
轮椅	14.32	5.9	n
助行器	11.16	13.6	n
拔罐	12.19	11.61	n
爆米花桶	11.57	12.85	n
花篮	13.05	15.34	n
花束包装纸	13.06	9.57	n
老花眼镜	11.49	13	n
棉花	12.24	11.49	n
浴花	11.12	14.11	n
碧根果壳	13.74	13.52	n
水果罐	11.44	13.57	n
水果沙拉	12.23	11.52	n
水果包装袋	13.67	7.9	n
水果刀	14.29	6	n
奥尔良鸡翅	14.26	6.92	n
鱿鱼肉	12.9	9.96	n
饺子	0.76	0	n
肉夹馍	12.98	9.76	n
泡馍	13.98	6.98	n
羊肉泡馍	12.44	11.06	n
冰峰	13.54	13.25	n
冰峰玻璃瓶	13.82	13.81	n
冰峰易拉罐装	12.36	11.79	n
肠粉	12.89	10.96	n
螺狮粉	10.26	15.41	n
卫龙辣条	14.08	13.09	n
牛板筋	13.39	16.03	n
山楂糕	12.86	10.06	n
稻香村糕点	13.36	9.46	n
富贵竹	14.3	6.8	n
发财树	13.29	8.97	n
月季	13.49	9.12	n
风信子	13.83	8.61	n
康乃馨	14.45	6.33	n
苦菊	11.86	12.29	n
风铃草	0.75	0	n
长寿花	13.18	16.85	n
吸烟鬼	12.13	12.75	n
百草味果脯	12.2	12.13	n
百草味猪肉脯	13.82	7.46	n
芒果干	11.83	12.85	n
松子	11.37	13.24	n
马卡龙	12.9	10.58	n
乌龟	12.37	11.77	n
金鱼	11.52	13.43	n
香肠	11.89	12.24	n
腊肠	13.78	7.59	n
熏肉	12.47	11	n
腊肉	12.6	11.27	n
华夫饼	12.46	11.01	n
排骨	11.7	13.37	n
冰淇淋	13.32	8.89	n
泡椒	10.94	13.98	n
秋葵	13.41	13.81	n
向日葵	13.31	8.92	n
姜	12.77	10.28	n
埃索美拉唑	13.61	8.09	n
埃索美拉唑包装盒	14.29	7.27	n
二甲双胍	0.75	0	n
二甲双胍包装盒	12.72	11.33	n
甘精胰岛素	13.35	9.86	n
甘精胰岛素包装盒	12.14	13.16	n
烤茄子	0.74	0	n
瑞格列奈	10.99	14.31	n
瑞格列奈包装盒	14.57	6.41	n
烧烤制品	12.94	9.88	n
甲钴胺	12.42	11.1	n
甲钴胺包装盒	12.25	11.48	n
腹膜透析液	10	15.41	n
腹膜透析液包装盒	13.54	8.29	n
美托洛尔	13.51	9.06	n
美托洛尔包装物	13.33	16.96	n
串串	13.54	8.98	n
硝苯地平	10.31	15.34	n
硝苯地平包装物	12.51	11.48	n
木炭	12.03	12.74	n
缬沙坦	11.85	13.1	n
缬沙坦包装物	13.42	8.61	n
厄贝沙坦	11.99	12.03	n
厄贝沙坦包装物	12.24	11.49	n
氯沙坦	0.68	0	n
便蛋/皮蛋	10.25	15.42	n
氯沙坦包装物	11.19	13.55	n
奥曲肽	10.26	15.41	n
奥曲肽包装物	12.15	12.22	n
包菜	13.65	15.54	n
甲泼尼龙	13.72	12.45	n
甲泼尼龙包装物	13.69	7.85	n
氟康唑	12.32	11.87	n
氟康唑包装物	11.57	13.6	n
鸵鸟蛋	12.71	10.44	n
头孢曲松	0.7	0	n
头孢曲松包装物	13.27	9.03	n
鸡蛋灌饼	11.08	13.74	n
万古霉素	12.17	11.64	n
万古霉素包装物	12.76	10.31	n
拉米夫定	11.71	12.58	n
拉米夫定包装物	0.82	0	n
卡培他滨	11.26	13.43	n
薄荷	12.08	11.84	n
卡培他滨包装物	12.68	11.09	n
速溶饮品	11.93	12.66	n
利妥昔单抗	12.2	12.13	n
利妥昔单抗包装物	11.18	13.57	n
伊马替尼	12.39	11.18	n
伊马替尼包装物	13.04	15.41	n
曲妥珠单抗	13.08	10.15	n
鱼饼	0.98	0	n
曲妥珠单抗包装物	13.78	8.73	n
柿饼	10.85	14.12	n
曲普瑞林	12.18	12.17	n
月饼	12.74	10.36	n
曲普瑞林包装物	13.87	7.31	n
戈舍瑞林	12.86	10.06	n
戈舍瑞林包装物	0.75	0	n
厨余垃圾	11.76	12.98	n
聚乙二醇干扰素	13	15.55	n
吗替麦考酚酯	11.3	13.36	n
大枣	13.95	8.28	n
他克莫司	13.78	7.59	n
枣干	12.95	10.46	n
他克莫司包装物	11.91	12.69	n
双氯芬酸二乙胺	12.44	11.62	n
氟比洛芬	13.39	16.74	n
氟比洛芬包装物	10.78	14.23	n
唑来膦酸	0.72	0	n
唑来膦酸包装物	12.39	11.17	n
孟鲁司特	14.05	7.55	n
孟鲁司特包装物	13.71	8.52	n
沙美特罗替卡松	10.06	15.33	n
碘普罗胺	14.37	7.04	n
碘普罗胺包装物	11.12	13.68	n
动物的尸体	12.72	11.01	n
干贝	13.39	9.39	n
黑布林	11.8	12.41	n
黄氏响声丸	10.29	15.36	n
黄氏响声丸包装物	12.74	10.35	n
海胆	10.31	15.34	n
头孢拉定胶囊	12.92	11.43	n
头孢拉定胶囊包装	1.04	0	n
河粉	11.84	12.83	n
六味地黄丸	13.17	9.29	n
六味地黄丸包装	12.33	11.86	n
黄鳝骨头	12.5	11.49	n
午时茶颗粒	12.12	11.75	n
花生碎	13.99	7.74	n
午时茶颗粒包装	13.27	9.03	n
三九感冒灵	13.24	9.11	n
三九感冒灵包装	13.19	14.78	n
河虾	11.91	12.2	n
花椰菜	13.35	9.49	n
海蜇皮	10	15.41	n
云南白药胶囊	13.93	7.13	n
云南白药胶囊包装	12.39	11.18	n
云南白药气雾剂	11.78	12.45	n
芥末	13.23	10.16	n
黄芪精口服液	11.22	13.94	n
黄芪精口服液包装	12.31	11.34	n
昆虫尸体	12.67	10.52	n
奥美拉唑肠溶胶囊	12.98	9.77	n
粉条	0.98	0	n
藿香正气水	13.11	15.09	n
可降解猫砂	14.44	5.51	n
藿香正气水包装	13.01	17.46	n
可降解吸管	13.04	10.25	n
凉拌黄瓜	13.7	7.82	n
板蓝根颗粒	11.71	12.59	n
板蓝根颗粒包装	14.16	7.67	n
急支糖浆	13.17	9.94	n
莲蓬	13.4	8.66	n
急支糖浆包装	14.03	10.91	n
兰州拉面	14.12	7.78	n
冒菜	12.65	11.48	n
梅干菜扣肉	13.57	8.2	n
蜜饯	13.65	9.09	n
颈复康颗粒	11.46	13.54	n
颈复康颗粒包装	12.94	9.86	n
麻辣香锅	13.59	8.14	n
面团	13.09	16.22	n
墨鱼	12.46	11.57	n
鳗鱼	12.67	10.52	n
咳喘宁口服液	10.31	15.34	n
奶糕	13.6	8.1	n
咳喘宁口服液包装	11.54	13.38	n
六神丸	13.03	9.65	n
六神丸包装	12.12	12.58	n
柠檬干	12.08	11.83	n
牛轧糖	12.8	10.83	n
泡菜粉丝	11.52	13.43	n
胖大海	13.78	8.74	n
膨化食品	0.93	0	n
青团	12.42	11.1	n
蚯蚓	11.49	13	n
速冻饺子	12.45	11.91	n
圣代	12.53	11.74	n
复方丹参滴丸	13.92	8.35	n
复方丹参滴丸包装	11.87	13.06	n
夏桑菊颗粒	12.17	12.18	n
夏桑菊颗粒包装	14.32	7.18	n
钙尔奇D	13.81	8.66	n
钙尔奇D包装物	11.97	12.87	n
泰诺（酚麻美敏片）	12.17	12.19	n
泰诺包装物	10.52	15.04	n
阿莫西林胶囊	13.16	16.53	n
阿莫西林包装	11.24	13.47	n
健胃消食片	13.15	9.34	n
健胃消食片包装	13.63	15.81	n
新康泰克	12.26	12	n
新康泰克包装物	10.41	15.41	n
珍菊降压片	14.06	6.73	n
珍菊降压片包装	14.25	6.15	n
左氧氟沙星片	12.57	10.77	n
左氧氟沙星片包装	0.68	0	n
痛血康胶囊	13.79	7.57	n
痛血康胶囊包装	12.86	10.06	n
红霉素软膏包装	13.88	13.98	n
乙酰螺旋霉素片	12.76	10.31	n
乙酰螺旋霉素片包装	11.44	13.55	n
万通筋骨贴	14.04	13.62	n
万通筋骨贴包装	13.63	9.13	n
洁尔阴洗液	13.24	9.1	n
洁尔阴洗液包装	0.91	0	n
复方丹参片	11.33	13.31	n
复方丹参片包装	13.08	10.15	n
清咽利喉颗粒	11.53	12.94	n
清咽利喉颗粒包装	13.33	9.53	n
小儿感冒颗粒	13.4	8.66	n
维C银翘片	13.74	8.84	n
维C银翘片包装	13.8	8.26	n
黄连上清片	12.91	9.95	n
黄连上清片包装	12.7	11.04	n
洗脚皂	13.36	14.03	n
洗脚皂包装	13.03	10.28	n
妇乐颗粒	12.41	11.13	n
妇乐颗粒包装	0.95	0	n
痛经宝	12.05	12.43	n
痛经宝包装	13.24	10.12	n
金菊五花茶颗粒	13.53	9.4	n
清肺仰火片	12.81	10.2	n
清肺仰火片包装	13.18	16.82	n
狗皮膏药	13.59	14.78	n
鼻炎康片	10.89	14.06	n
鼻炎康片包装	0.69	0	n
氨肽素片	12.08	11.85	n
氨肽素片包装	13.37	9.82	n
消炎止咳片	12.54	11.73	n
消炎止咳片包装	13.56	8.22	n
999裂可宁	11.81	12.38	n
阿司匹林肠溶片	13.73	8.48	n
西瓜霜喉片	13.65	7.96	n
西瓜霜喉片包装	10	15.41	n
胃必治	13.15	9.98	n
金嗓子喉宝	13.03	10.27	n
排毒养颜片	13.68	9	n
排毒养颜片包装	11.41	13.61	n
消咳胶囊	13.46	15.33	n
消咳胶囊包装物	12.24	11.5	n
普乐安片	12.47	10.98	n
普乐安片包装物	13.76	8.39	n
感冒清片	13.27	9.03	n
感冒清片包装物	13.25	10.1	n
胃痛宁片	0.97	0	n
诺佛沙星胶囊	13	10.36	n
罗红霉素胶囊	0.77	0	n
复方川贝精片	13.18	15.84	n
川贝枇杷糖浆	13.63	9.14	n
晕车贴	10.45	15.35	n
板蓝根颗粒包装袋	12.5	10.92	n
咳特灵胶囊	10.03	15.37	n
感冒灵颗粒	10.21	15.11	n
耳机线	12.99	10.97	n
金属桌椅	13.34	15.81	n
桌子（金属）	11.91	12.2	n
桌子（木质）	12.25	12.01	n
椅子（金属）	12.8	10.22	n
椅子（木质）	12.92	10.53	n
餐桌	12.75	11.27	n
酒吧椅	14.14	6.49	n
理发师椅	11.38	13.21	n
美发刀剪	11.88	12.25	n
电推剪	10.28	15.38	n
剃刀	11.12	13.68	n
理发剪	12.39	11.17	n
手机防尘塞	10.03	15.38	n
手机座	11.62	13.51	n
手机挂件	12.85	10.1	n
手机链	12.96	9.82	n
防爆膜	12.82	11.12	n
釉面砖	13.75	7.68	n
支架挂钩	12.98	10.39	n
废旧醋瓶	13.61	8.07	n
热水壶	13.94	8.29	n
电养生壶	12.52	11.77	n
VCD	13.41	9.7	n
电磁炉	12.04	12.45	n
电子秤	0.79	0	n
迷你冰箱	13.19	9.22	n
跳绳	12.35	12.13	n
鱼罐头	11.41	13.16	n
鱼罐头瓶	13.09	15.2	n
老北京方便面	13.2	9.21	n
老北京方便面袋	11.95	12.62	n
葡糖酒瓶	10.03	15.37	n
酒箱子	13.22	9.14	n
娃哈哈瓶	12.02	11.97	n
六个核桃瓶	14.28	12.18	n
百事可乐瓶	11.78	12.95	n
铁皮石斛	14.21	10.05	n
夏威夷果	14.6	4.96	n
羊肉	12.79	10.23	n
兔子肉	11.83	13.13	n
野猪肉	0.88	0	n
野鸡肉	11.04	14.23	n
烤肉	11.15	14.06	n
面筋	12.77	11.44	n
凉皮	12.13	11.73	n
米皮	13.81	12	n
擀面皮	13.07	10.19	n
冰封易拉罐	12.96	9.82	n
千叶豆腐	12.1	12.33	n
油豆皮	13.36	8.78	n
卷心菜	12.52	11.99	n
荠荠菜	12.58	11.32	n
人青菜	12.45	11.59	n
麦饭	12.17	11.65	n
洋芋擦擦	13.43	9.67	n
煎饼果子	11.85	12.32	n
地软豆腐包子	14.56	5.1	n
莲菜大肉饺子	13.94	8.29	n
蚂蚱菜	14.64	4.82	n
炸知了	12.98	10.39	n
水煮肉片	13.64	7.99	n
回锅肉	12.46	11.02	n
香菜辣子	14.49	11.84	n
山东大饼	13.69	7.84	n
烧过的炭	14.24	7.43	n
蜂窝煤	14.43	6.38	n
喜茶杯	12.5	10.91	n
肯德基汉堡	0.77	0	n
肯德基的包装	0.78	0	n
炸鸡翅膀	13.6	15.94	n
西芹腊肉	13.13	9.4	n
麻婆豆腐	12.33	11.85	n
酸辣土豆丝	12.7	11.38	n
丸子大烩菜	13.09	10.13	n
韭菜鸡蛋	1.04	0	n
西红柿鸡蛋	11.94	12.13	n
大盘鸡	12.22	11.54	n
牛肉拉面	14.6	4.95	n
蛋炒面	12.72	10.41	n
蛋炒河粉	12.26	12	n
蛋炒米粉	14.28	11.7	n
蛋炒辣条	13	9.73	n
油泼面	13.03	16.46	n
北京炸酱面	1.04	0	n
炸小土豆	1.15	0	n
哈尔滨红肠	12.84	10.11	n
热干面	11.4	13.18	n
烩面片	13.4	8.68	n
狗不理包子	13.55	9.35	n
驴肉火烧	12.62	11.77	n
烤全羊	11.22	13.49	n
过桥米线	0.7	0	n
酥油茶	11.96	12.08	n
酸辣粉	10.26	15.4	n
西安肉夹馍	13.14	9.35	n
西安菜夹馍	13.23	15.65	n
豆浆油条	12.87	10.05	n
biangbiang面	13.95	11.31	n
粉汤羊血	12.64	11.19	n
水盆羊肉	13.21	14.67	n
肉丸胡辣汤	14.6	4.96	n
涮牛肚	12.82	11.11	n
石子馍	12.17	12.68	n
炒米饭	11.45	13.79	n
葫芦头	14.35	5.8	n
荞面饸络	12.87	10.65	n
小奶糕	14.21	10.02	n
小奶糕棒	14.1	6.61	n
巧乐兹	13.2	16.35	n
巧乐兹袋	0.96	0	n
巧乐兹棒	13.8	7.54	n
梅菜扣肉饼	14.13	7.76	n
土豆片夹馍	12.2	11.58	n
红糖醪糟凉糕	12.16	12.21	n
冒烟冰淇淋	12.33	11.3	n
奶油布丁可丽饼	12.05	11.91	n
烤小花卷	12.79	10.85	n
粢饭团	13.06	10.57	n
和菓子	0.71	0	n
烤冷面	12.86	10.06	n
方糕	13.6	8.12	n
脏脏包	10.8	14.21	n
日式豆乳盒子蛋糕	12.62	11.56	n
毛巾卷蛋糕	12.59	10.72	n
杏花楼咸蛋黄肉松青团	12.11	12.31	n
鲍师傅海苔肉松蛋糕	13.15	10.34	n
抹茶千层蛋糕	13.46	8.5	n
赛螃蟹炒鸡蛋	14.59	5	n
沙皮狗蛋糕	13.63	8.73	n
砂锅方便面	10.44	15.36	n
开沟机	12.43	11.07	n
铁质铲子	13.17	15.9	n
农用刀具	11.44	13.57	n
园林锄头	12.66	10.55	n
铁耙子	13.63	8.03	n
金箍棒	10.57	14.97	n
废旧灯笼	0.76	0	n
铁铲子	13.17	9.94	n
铁锄头	0.74	0	n
拖拉机	13.24	10.14	n
废旧割草机	14.42	5.59	n
尖头铁镐	12.66	11.15	n
九齿钉耙	13.09	9.49	n
轩辕剑	10.31	15.33	n
盘古斧	12.06	12.69	n
炼妖壶	11.01	14.28	n
伏羲琴	10.31	15.34	n
女娲石	12.29	11.94	n
无影剑-艾雷诺	11.27	13.41	n
霜之哀伤手办	12.89	10.96	n
灰烬使者手办	14.21	7.52	n
毁灭之锤	14.36	5.78	n
萨格拉斯权杖	11.9	13	n
血吼-手办	10.57	14.97	n
雷霆之怒	12.12	11.76	n
炎魔拉格纳罗斯之手	13.07	9.53	n
埃辛诺斯战刃	12.79	10.24	n
烈焰之击	13.05	10.23	n
守护者的传说之杖	13.44	14.78	n
魔剑阿波菲兹	1.02	0	n
西岚的妖刀	13.3	8.93	n
天纵云剑	14.55	5.13	n
黑刀秋水	13.92	7.17	n
十拳剑	12.83	10.15	n
草雉剑	12.21	12.11	n
水草镰刀	11.42	13.14	n
MP5K冲锋枪	14.06	6.74	n
野牛冲锋枪	12.72	10.41	n
G36C模型	13.93	7.9	n
蝎式手枪模型	14.32	5.9	n
M762模型	13.9	8.4	n
MK47模型	13.49	8.41	n
QBZ59模型	12.23	11.51	n
QBU模型	11.98	12.04	n
SLR模型	11.45	13.09	n
MK14模型	12.19	12.15	n
Win94模型	11.61	12.79	n
R45模型	12.29	11.94	n
短管散弹枪	12.81	11.13	n
AUG模型	12.37	11.21	n
vss狙击枪模型	12.6	10.68	n
Groza模型	12.72	10.41	n
DP-28模型	13.1	17.41	n
M249模型	12.21	12.4	n
Mini14模型	10.25	15.42	n
M24模型	10.16	15.19	n
S686	10.54	15.36	n
S12K模型	13.74	15.54	n
汤姆逊模型	12.4	12.02	n
Vector模型	11.64	13.47	n
UMP45模型	13.33	9.92	n
AWM模型	12.99	10.72	n
SKS模型	13.07	9.53	n
SCAR-L模型	11.79	12.43	n
M416模型	12.5	10.92	n
AKM模型	11.24	13.46	n
十字弩	12.2	11.59	n
燃烧弹	0.7	0	n
烟雾弹	11.52	13.43	n
震爆弹	11.63	13.91	n
S1897模型	11.76	12.97	n
UZI模型	11.76	12.49	n
Kar98K模型	11.3	13.35	n
M16A4模型	13.33	8.86	n
R1985模型	1.04	0	n
P1911模型	11.9	12.72	n
P18C模型	12.81	10.79	n
手雷	1.22	0	n
大砍刀	13.87	8.48	n
平底锅	12.47	10.99	n
撬棍	13.45	8.52	n
AK47模型	12.18	12.17	n
M4A1模型	12.49	11.51	n
金砖	14.46	5.44	n
金蛋	0.71	0	n
金盆	13.82	13.17	n
加特林模型	12.7	11.05	n
双截棍	12.32	11.88	n
激光剑	13.71	8.92	n
拳套	10.32	15.32	n
三叉戟	1.01	0	n
铁锤	1.14	0	n
放过的鞭炮	0.72	0	n
军用刀斧	10.41	15.19	n
一次性杯子	13.3	9.62	n
陶瓷水杯子	14.11	7.36	n
铁质水杯子	10.95	13.96	n
防弹衣	11.74	12.53	n
手机配件	13.33	9.53	n
电脑配件	0.67	0	n
装粥的纸盒	11.08	14.17	n
水果垃圾	12.32	11.33	n
蔬菜垃圾	13.66	8.67	n
显示器	0.77	0	n
震动棒	12.96	9.81	n
飞机杯	11.63	13.21	n
玉米苞衣	11.36	13.25	n
珍珠奶茶	12.79	10.24	n
牛皮纸袋	12.83	10.14	n
狗屎	12.54	10.82	n
化肥塑料袋	14.61	4.92	n
痰	12.62	12.05	n
旧鞋	12.75	10.34	n
屠龙刀	0.71	0	n
旧鞋垫	13.9	8.42	n
鱼骨	12.44	11.93	n
行李箱	13.31	9.95	n
钱	12.97	9.8	n
人民币	12.79	10.24	n
美元	13.13	15.02	n
爱丽丝玩偶	12.99	10.38	n
珍珠	1.12	0	n
玛瑙	13.37	16.08	n
翡翠	11.86	12.3	n
辣椒汤	13.53	9.41	n
优酸乳盒子	12.05	11.9	n
洗衣液桶	12.76	10.3	n
洗衣液袋子	13.87	8.49	n
玉米壳	11.56	12.88	n
鸭毛	11.55	13.36	n
龙眼壳	13.26	16.13	n
涂了颜料的纸	12.67	10.53	n
油炸食品	11.08	14.18	n
油炸的东西	11.54	13.38	n
凉菜	11.49	13.01	n
小笼包	12.51	10.89	n
生煎包	12.23	11.51	n
废氧化汞电池	14.35	5.82	n
废相纸	12.16	11.68	n
玩具飞机	13.59	8.15	n
玩具车	12.21	11.56	n
电子手表	13.3	15.36	n
儿童手表	11.97	12.59	n
儿童电话	13.23	15.65	n
对讲机	1.2	0	n
油烟机	12.98	9.76	n
新风	11.43	13.59	n
鼓风机	12.69	10.48	n
车载冰箱	13.51	9.07	n
饮水机	13.29	14.35	n
交换机	12.22	11.54	n
电信猫	12.53	11.74	n
网关	11.43	13.59	n
放大器	11.91	12.7	n
转接头	13.28	16.06	n
拖鞋	11.7	12.61	n
草鞋	1.16	0	n
凉鞋	11.64	12.73	n
桃核	12.26	11.46	n
外卖盒	13.6	8.11	n
标签纸	13.16	9.97	n
榴莲	11.65	12.7	n
榴莲皮	12.91	11.15	n
跳蛋	11.83	13.32	n
胸贴	13.43	8.58	n
大炮	13.18	17.1	n
龟壳	11.62	12.75	n
充气娃娃	0.77	0	n
柜子	11.87	12.78	n
啤酒瓶	13.82	11.97	n
冰毒	14.37	5.75	n
海洛因	13.21	15.73	n
木桶	12.14	12.55	n
瓜皮	12.73	10.39	n
骨头	14.01	7.67	n
保鲜膜	12.06	11.88	n
烟头	13.69	8.97	n
湿烟头	12.29	11.39	n
丢进了烟头的矿泉水瓶	10.3	15.35	n
隐形眼镜盒	11.85	12.32	n
渔网	1.08	0	n
游泳圈	10.61	14.9	n
路灯	12.19	11.61	n
水枪	13.2	10.22	n
木床	11.73	12.56	n
贝壳类	13.03	10.28	n
仙人掌	10.79	15.33	n
电动车	14.38	7.01	n
纸盒子	12.52	10.88	n
快递袋	13.85	7.38	n
羽毛	14.36	5.77	n
龙虾皮	11.25	13.88	n
风扇	12.17	12.49	n
宠物臭臭	0.84	0	n
一次性剃须刀	10	15.41	n
白银	12.23	12.06	n
铜钱	12.72	11.01	n
碗	12.41	11.13	n
飞机	10.25	15.42	n
电视	1.15	0	n
瓷砖	13.3	8.94	n
阴毛	14.6	4.97	n
酒精炉	13.75	8.81	n
酒精灯	10.57	15.42	n
烧饼	12.79	10.23	n
布料	11.68	13.13	n
普通口罩	12.91	11.32	n
罐头包装	11.31	13.79	n
吃完汉堡的包装纸	12.56	11.37	n
12我去	9.99	15.42	n
草	12.51	11.79	n
外卖	0.71	0	n
水泥	13.46	9.2	n
精液	14.26	9.76	n
树	13.61	8.08	n
热敏纸	11.06	13.77	n
纸杯	13.5	9.47	n
自慰棒	13.55	14.96	n
茶袋	0.69	0	n
香芋	13.77	8.36	n
便便	10.3	15.35	n
鞋油	12.21	12.1	n
皮蛋蛋壳	14.45	6.79	n
三明治	13.52	9.44	n
咖啡	12.6	11.27	n
奶瓶	13.46	9.19	n
盆	12.11	11.78	n
奶盒子	14.33	11.46	n
食品干燥剂	14.03	6.83	n
狗便便	13.9	7.98	n
厕纸	12.64	11.51	n
茶叶茶包	13.33	14.18	n
敌敌畏	11.5	13.46	n
米	12.74	10.96	n
米酒	13.53	13.28	n
火锅油	10	15.41	n
水笔芯	11.08	14.18	n
酸奶瓶	0.71	0	n
料包	11.53	12.94	n
动物	13	9.72	n
鸡	12.56	10.78	n
水瓶	12.45	11.03	n
瓶子	14.72	4.55	n
面巾	12.15	11.7	n
扑克牌	13.83	8.2	n
剩汤	13.44	9.64	n
湿巾	11.61	12.78	n
A4 纸	12.86	11.26	n
用过的纸巾	13.52	8.33	n
水果	13.77	8.76	n
猫屎	13.55	9.34	n
餐盒	12.28	11.42	n
用过的纸	11.65	12.7	n
快餐塑料盒	10.26	15.41	n
食品包装袋	12.23	11.52	n
防潮剂	13.23	9.12	n
胶袋	12.41	11.12	n
塑料吸盘	0.69	0	n
菜	13.8	12.03	n
丸子	14.19	7.57	n
熟玉米	11.96	12.6	n
墨盒	13.61	8.79	n
线材	12.81	10.2	n
豆浆纸杯	12.83	11.09	n
胶手套	11.36	13.25	n
洗碗手套	11.19	14	n
螺丝壳	11.51	12.96	n
旧牙刷	12.96	10.45	n
面膜袋子	11.56	12.88	n
药	12.02	11.97	n
蒜皮	12.78	10.86	n
脏工作服	11.63	13.21	n
脏衣服	1.22	0	n
书包	13.04	9.63	n
碎玻璃	12.6	11.28	n
棉裤	12.8	10.21	n
雪饼	12.66	11.68	n
口紅	11.3	13.81	n
垃圾	11.46	13.52	n
封口袋	13.42	8.62	n
玉米排骨汤	13.97	13.12	n
男朋友	13.67	7.9	n
前男友	14.33	7.16	n
前男票	13.92	8.36	n
陈立轩	12.43	11.65	n
孔雨萱	14.29	6.02	n
水	1.23	0	n
空瓶	12.32	11.32	n
杏仁	14.22	6.24	n
箱子	10.32	14.95	n
塑料鸡	13.45	13.63	n
烟	12.19	11.6	n
玻璃瓶	13.16	14.91	n
香焦皮	12.85	10.1	n
电子产品	0.9	0	n
面汤	12.59	10.72	n
桃子皮	10.27	15.39	n
抽纸盒	10.05	15.34	n
山竹	13.28	9	n
山竹核	11.33	13.3	n
塑料水瓶	12.36	11.79	n
豆子	13.55	8.97	n
西红柿皮	10.28	15.37	n
纸壳子	1.1	0	n
水杯	13.67	9.03	n
一次性饭盒	13.25	9.74	n
海绵宝宝	13.07	15.26	n
锡纸	13.39	9.39	n
鼻涕	10.02	15.39	n
电路板	13.66	13.87	n
花哈	12.67	11.44	n
花哈壳	10.27	15.39	n
锅	1.22	0	n
铁锅	14.14	6.49	n
电蚊拍	1.28	0	n
柠檬片	13.06	15.33	n
海绵头盔	14.23	7.45	n
奶茶盖子	13.21	9.83	n
米粒	14.34	5.84	n
过期药物	13	9.71	n
玻璃瓶盖	12.13	12.56	n
废电池	13.12	10.05	n
方便面袋	13.4	9.35	n
水果核	13.69	8.97	n
尿布	13.81	8.65	n
湿尿布	11.36	13.7	n
羽毛球拍	13.98	6.98	n
口罩	13.42	9.68	n
海带	11.98	13.04	n
石膏板	13.75	7.69	n
卡片	11.93	13.13	n
卸妆巾	13.03	15.44	n
旧电扇	12.59	11.3	n
电机	13.08	9.51	n
期末试卷	12.14	12.25	n
卷子	13.26	15.54	n
眼镜框	13.51	9.45	n
榆木	12.04	12.73	n
封杯膜	11.59	12.83	n
杯膜	12.95	10.47	n
人的牙齿	13.99	8.15	n
咖啡杯	11.65	12.71	n
订书机	14.04	6.79	n
眼药	14.68	6.06	n
屏幕	12.21	11.56	n
包包	11.66	13.17	n
鞋	10.92	14.01	n
灰尘	13.02	17.94	n
土	14.47	6.74	n
皮革	13.04	15.38	n
手机充电器	12.82	10.77	n
工作鞋	12.17	12.67	n
益达口香糖盒	12.67	10.53	n
梅干菜	11.65	13.18	n
宠物排泄物	12.66	11.14	n
棉袄	11.15	13.62	n
刀把	10.31	15.34	n
瓜果蔬菜	0.71	0	n
纸壳	14.45	5.48	n
旧耳机	13.1	15.15	n
鼻涕纸巾	12.08	11.84	n
火腿肠包装皮	12.95	9.85	n
火腿肠	0.97	0	n
矿泉水瓶子	11.06	13.78	n
塑料瓶子	13.06	9.58	n
脏鞋孑	12.73	10.99	n
纸箱子	11.89	12.73	n
塑料瓶盖	13.98	7.77	n
电热水壶	14.6	4.98	n
陶器	1.13	0	n
醋坛	12.7	10.46	n
香蕉水	13.95	7.07	n
冰红茶	11.35	13.26	n
辣椒油	13.83	7.45	n
辣椒酱	14.61	4.92	n
瓷碗	13.21	9.84	n
铁水壶	12.08	11.84	n
爪子皮	0.81	0	n
雪糕纸	12.95	10.47	n
肥皂盒	13.65	7.96	n
红酒木塞	11.78	13.22	n
汉堡包	14.24	6.16	n
薯片桶	10.28	15.38	n
薯片瓶	14.65	4.78	n
八宝粥桶	12.79	10.23	n
八宝粥瓶	11.45	13.09	n
废弃手机耳机线	12.42	11.97	n
汤面	13.01	17.07	n
毛豆皮	1.22	0	n
装修木板	12.59	10.72	n
八宝粥厅	1.14	0	n
纸板	13.67	8.64	n
装薯片的桶	13.96	7.06	n
泡面包装	12.96	9.82	n
手机耳机线	13.35	8.8	n
金属	13.36	14.06	n
硬纸壳	14.12	7.79	n
塑胶叉子	12.96	10.44	n
快递盒子	13.81	7.5	n
木棒	13.57	8.2	n
汤圆	12.81	11.36	n
紧急避孕药	13.22	14.62	n
紧急避孕药盒	12.7	11.04	n
玩具	12.79	10.25	n
洗洁精	11.62	12.75	n
洗洁精瓶子	12.86	10.07	n
垃圾桶	11.87	12.78	n
