# WORD	TF	IDF	ATTR
电灶	12.92	9.93	n
集成环保灶	13.38	9.79	n
微波炉	11.2	13.97	n
微晶灶	10.96	13.95	n
电磁灶	12.56	11.35	n
电饭锅	10.29	15.37	n
电烤箱	12.05	12.43	n
烤面包片器	0.76	0	n
 废铁等	13.03	10.64	n
多士炉	11.14	14.31	n
稀有金属	10.32	14.96	n
电蒸炉	0.7	0	n
电炸锅	13.72	12.42	n
电火锅	11.94	12.93	n
电热锅	14.01	6.89	n
电饭盒	11.23	13.92	n
电高压锅	13.82	8.62	n
三明治烤炉	12.94	9.88	n
电饼铛	12.06	11.88	n
电炒锅	12.04	11.92	n
蒸蛋器	14.06	6.75	n
烤肉器	12.89	10	n
咖啡机	13.66	9.05	n
电烤栅	10.99	13.89	n
洗碗机	13.17	10.29	n
洗碟机	12.26	11.46	n
电热水器	13.95	7.85	n
餐具干燥箱	12.56	11.37	n
垃圾压紧器	11.68	13.13	n
食物残渣处理器	11.25	13.44	n
吸油烟机	12.31	11.89	n
抽油烟机	10.4	15.21	n
电开水器	0.71	0	n
净水器	12.02	12.76	n
磁水器	11.37	13.22	n
电水壶	13.53	9.01	n
紫外线消毒器	11.42	13.86	n
洗发水瓶	13.74	8.85	n
沐浴液瓶	11.68	13.14	n
毛巾	12.36	11.79	n
牙刷	14.63	7.76	n
牙膏	14.1	6.62	n
漱口杯	0.78	0	n
牙签	12.01	12.51	n
牙线	12.93	9.9	n
香皂	12.75	10.33	n
洗衣皂	11.79	12.93	n
水龙头	11.36	13.25	n
喷雾	12.15	12.22	n
管子	12.96	9.82	n
水管	13.44	8.57	n
面霜	13.16	9.96	n
眼影	11.1	14.14	n
唇膏	13.27	10.05	n
口红	10.54	15.01	n
皮筋	11.99	12.03	n
头扎	13.39	9.38	n
裤头	10.31	15.34	n
帽子	10.31	15.33	n
洁面膏	0.83	0	n
护肤霜	13.46	9.57	n
护手霜	11.38	13.68	n
防晒霜	12.25	12.79	n
花露水	13.3	14.3	n
插板	12.82	11.11	n
电线	12.21	11.56	n
蚊香	11.66	13.17	n
花盆	13.17	9.29	n
植物	12.95	9.84	n
花	12.65	10.58	n
书本	14.09	7.87	n
课本	14.68	4.68	n
笔	10.29	15.36	n
笔芯	13.86	8.53	n
墨水	12.35	11.26	n
毛笔	13.67	8.63	n
圆珠笔	12.25	11.47	n
中性笔	12.1	12.33	n
笔套	13.97	8.22	n
文具盒	13.87	7.33	n
铅笔	12.83	10.15	n
转笔刀	12.79	10.25	n
铅笔刀	0.94	0	n
橡皮擦	12.84	10.73	n
双面胶	13.62	9.17	n
涂改液	12.71	11.35	n
油漆	13.95	7.09	n
油漆刷	13.48	15.26	n
电风扇	12.63	11.74	n
冰箱	13.18	14.83	n
洗衣机	13.46	10.02	n
灯管	12.73	10.38	n
茶叶水	11.84	12.84	n
茶叶残渣	11.96	12.88	n
奶茶杯	13.27	9.69	n
铁盆	12.22	11.54	n
塑料盆	0.7	0	n
瓷盆	11.24	13.46	n
电视机	11.52	13.68	n
电视盒子	10.09	15.28	n
充电线	11.77	12.48	n
茶叶罐	14.55	5.13	n
光盘	1.21	0	n
花洒	1.16	0	n
木质花架	0.7	0	n
铁质花架	14.43	5.56	n
被罩	11.18	14.01	n
床头柜	11.35	13.72	n
木质柜子	11.99	12.02	n
铁质柜子	14.05	10.85	n
窗帘	0.77	0	n
窗纱	13.43	13.73	n
废旧窗户	0.98	0	n
玻璃	11.79	12.92	n
套套	11.38	13.66	n
避孕套	14.19	6.34	n
避孕套包装	10.02	15.39	n
旧毛巾	12.85	10.1	n
避孕套包装盒	12.28	11.41	n
餐巾纸	13.39	9.39	n
污损纸张	11.25	13.45	n
污损塑料袋	11.13	13.65	n
内衣裤	13.29	8.96	n
烟蒂	0.73	0	n
陶瓷	11.69	12.62	n
椰子壳	13.13	9.38	n
钢丝球	13.03	9.64	n
贝壳	13.42	15.5	n
大骨	10.3	15.35	n
湿纸巾	0.71	0	n
干电池（无汞）	12.3	11.37	n
粽叶	13.5	9.49	n
封箱带	13	9.71	n
方便面盒	13.72	7.76	n
果核	12.82	10.78	n
虾壳	13.59	8.13	n
鸡骨头	12.32	11.88	n
中药	10.82	14.18	n
渣瓜子	11.34	13.73	n
花生壳	0.79	0	n
花卉	13.46	8.51	n
绿植	12.71	10.44	n
香蕉皮	12.55	10.8	n
树叶	13.11	9.43	n
土豆菜叶	12.26	11.46	n
蔬菜	13.57	8.19	n
计算机	11.43	13.12	n
空调机	11.97	12.59	n
投影仪	0.86	0	n
扫描仪	14.36	6.6	n
传真机	0.95	0	n
复印件	11.17	14.03	n
打印机	12.08	11.84	n
平面纸张	13.51	8.37	n
硬纸板	12.32	12.38	n
信封包装纸	12.23	11.52	n
宣传单	13.46	13.62	n
复印纸	12.17	11.65	n
利乐包装	12.56	10.78	n
牛奶包装盒	11.71	13.35	n
纸箱	12.25	12.03	n
PET	0.76	0	n
矿泉水瓶	13.89	7.26	n
饮料瓶	11.73	13.04	n
硬质塑料瓶	12.32	11.88	n
塑料泡沫	14.71	5.97	n
保鲜袋	14.26	6.91	n
包装袋	13.59	13.04	n
水果网套	12.56	11.35	n
破碎玻璃	11.29	14.06	n
其他玻璃	12.37	11.77	n
金属罐	0.74	0	n
金属盒	11.7	12.6	n
金属制品	11.11	14.13	n
金属文件柜	12.12	12.29	n
茶几	13.65	8.68	n
办公桌	10.04	15.36	n
文件柜	0.78	0	n
wqqwq	12.19	11.61	n
椅子	12.35	11.82	n
办公家具	13.31	9.59	n
塑料杯	11.89	13.02	n
软桶	13.47	8.49	n
口香糖	13.43	8.58	n
测试	12.7	11.06	n
测试222	12.8	10.82	n
上	10.08	15.3	n
ce测试	13.91	8.39	n
塑料水杯子	11.23	13.48	n
汤	13	10.34	n
shubiao	13.97	7.01	n
碧根果	12.56	11.37	n
白菜	0.76	0	n
卫生巾	10.28	15.38	n
卫生纸	11.68	12.64	n
卫生棉	11.78	12.95	n
坏马桶	13.13	15.01	n
坛子	13.87	11.7	n
菜板	13.19	9.89	n
纸尿裤	12.94	9.87	n
石头	11.78	12.94	n
铁勺子	12.35	11.82	n
修眉刀	13.7	7.83	n
化妆棉	13.47	8.48	n
棉签	13.78	8.34	n
面霜瓶	12.03	12.75	n
肉类	13.6	8.83	n
瓜子壳	1.24	0	n
番茄酱	12.9	10.58	n
甘蔗	13.6	8.12	n
藜麦	11.86	12.3	n
米饭	12.76	10.92	n
豌豆皮	14.13	7.75	n
苹果核	12.73	10.39	n
韩国泡菜	13.08	9.52	n
杂菜	12.3	11.92	n
橘子皮	13.03	9.64	n
苹果皮	13.31	9.95	n
芒果皮	11.49	13.01	n
葡萄皮	14.43	5.53	n
山竹壳	12.11	11.78	n
味精	12.31	11.34	n
鸡精	11.57	12.85	n
酱料	12.64	10.6	n
红枣	13.59	8.84	n
香菇	13.24	17.14	n
矿物猫砂	13.39	13.92	n
动物粪便	12.98	9.78	n
花瓣	14.35	9.31	n
咖啡残渣	14.09	8.54	n
可降解垃圾袋	0.7	0	n
宠物粪便	13.85	8.12	n
鲜花瓣	12.78	10.27	n
杏核	11.53	13.41	n
纸质吸管	13.47	8.49	n
小龙虾壳	11.79	12.93	n
榴莲酥	12.99	9.74	n
榴莲肉	0.76	0	n
枇杷核	14.11	6.57	n
食品添加剂	12.98	10.75	n
菌菇	12.57	10.75	n
糖果	12.9	10.6	n
甘蔗渣	12.06	12.41	n
水蜜桃肉	13.09	9.48	n
火锅底料	12.03	11.94	n
螺蛳肉	0.73	0	n
猫粮	13.9	13.47	n
开心果	13.43	13.74	n
南瓜籽	10.58	14.95	n
香瓜子	10.86	14.11	n
蒜头	13.97	7.03	n
毛豆壳	13.67	9.03	n
菠萝蜜核	11.88	12.26	n
鸡肉	11.32	13.32	n
荔枝核	12.7	10.46	n
西瓜籽	0.73	0	n
荔枝皮	11	14.3	n
葡萄籽	12.8	10.81	n
螺蛳壳	0.72	0	n
牛油果核	12.34	11.83	n
西兰花	0.69	0	n
甘蔗皮	12.43	12.45	n
茭白	13.48	9.54	n
茭白叶	13.11	15.12	n
葡萄干	12.41	11.13	n
芒果核	13.72	8.91	n
火龙果皮	0.8	0	n
椰肉	12.98	10.41	n
苹果肉	13.62	8.05	n
香瓜皮	0.7	0	n
松子壳	10.77	15.15	n
兔子粪便	12.84	10.11	n
螃蟹壳	0.73	0	n
吸管可降解纸质包装	13.15	15.98	n
西餐糕点	11.24	14.16	n
鸡脚爪	13.3	9.99	n
鸡翅	12.56	11.35	n
扇贝肉	12.79	10.24	n
火锅渣	13.09	9.48	n
奶茶中的珍珠	11.18	13.57	n
杂草	13.19	15.81	n
薯格	0.72	0	n
甜品	12.69	11.07	n
荔枝壳	13.49	9.5	n
枯树叶	10.81	14.2	n
蔬菜残余	12.66	11.13	n
西兰花梗	13.57	9.56	n
奶粉	11.41	13.16	n
麻辣烫	13.35	9.85	n
花生衣	13.99	7.73	n
胡萝卜	11.72	13.06	n
结团猫砂	12.63	11.2	n
红豆	13.95	13.23	n
熟鸡蛋壳	12.79	10.25	n
蚊子	12.71	11.03	n
西瓜子	14.17	10.24	n
鸡屎	12.2	11.58	n
盒饭	12.43	11.08	n
奶油	11.6	12.8	n
杏仁饼	14	7.71	n
猫屎咖啡	10.41	15.4	n
黄油	13.17	9.28	n
水果干	11.75	13.59	n
鸡腿	13.05	10.22	n
汉堡	12.88	10.63	n
平菇	14.59	5.87	n
金针菇	13.58	8.88	n
青菜	12.28	11.41	n
藕片	12.05	12.43	n
葡萄梗	13.34	9.88	n
西红柿	11.68	13.4	n
咖啡豆	12.49	11.51	n
丝瓜皮	12.92	9.91	n
烂水果	13.61	8.81	n
鸡皮	13.06	10.57	n
海瓜子壳	12.63	11.21	n
鸡蛋仔	13.33	9.91	n
南瓜皮	12.41	11.13	n
巧克力酱	13.71	8.93	n
鸟粪	12.87	11	n
栗子壳	10.57	14.97	n
核桃肉	13.79	8.72	n
薯条	13.01	10.33	n
樱桃核	12.53	10.86	n
柠檬皮	12.21	12.11	n
橄榄核	12.92	9.92	n
姜糖	13.37	9.82	n
瓜子皮	11.13	13.66	n
普洱茶	11.85	12.31	n
牛蛙	12.37	11.77	n
牛蛙骨	13.4	13.87	n
辣条	0.79	0	n
红豆糕	12.88	10.63	n
菠萝包	13.37	9.82	n
小核桃肉	13.97	11.23	n
咖啡豆渣	13.09	15.2	n
红枣核	12.79	10.24	n
咖啡粉	12.54	11.4	n
桔子皮	12.56	11.68	n
牛油果皮	12.98	9.76	n
龙虾片	11.38	13.92	n
土豆泥	13.92	8.34	n
油烟机油脂	13.13	15.04	n
小米	11.08	14.18	n
糯米	12.44	12.29	n
咸菜	13.78	8.73	n
萝卜干	11.68	13.14	n
披萨	13.35	15.78	n
酸豆角	13.44	8.55	n
话梅肉	0.71	0	n
咸蛋黄	14.62	6.25	n
咖啡伴侣粉	12.92	10.53	n
小龙虾头	11.98	12.04	n
石榴籽	12.67	11.11	n
海苔	12.96	10.79	n
叫化鸡	10.03	15.37	n
花椒	13.26	14.5	n
土豆皮	14.09	10.64	n
速冻水饺	11.04	14.23	n
速冻馄饨	13.56	9.32	n
花蛤壳	13.62	9.17	n
小龙虾肉	14.06	7.97	n
鸡排	13.47	16.26	n
薯片	13.93	7.13	n
桔梗	11.24	13.91	n
水果皮	12.95	11.46	n
花甲	12.14	11.72	n
中药包	12.5	11.81	n
皮蛋	13.31	8.91	n
猕猴桃	13.12	10.42	n
花甲壳	13.84	7.41	n
海底捞锅底	12.53	10.86	n
牛肉干	12.47	10.98	n
花生酱	10.33	15.31	n
小龙虾黄	13.02	10.3	n
三文鱼	0.92	0	n
肯德基炸鸡	12.77	10.28	n
麦当劳炸鸡	13.43	8.6	n
午餐肉	12.82	10.78	n
面饼	11.31	13.79	n
煎饼	12.26	12.5	n
哈密瓜	12.9	10.6	n
哈密瓜籽	13.11	10.09	n
绿箩	11.82	12.36	n
绿豆糕	13.32	9.55	n
乒乓糯米糍	13.72	7.78	n
杏仁核	11.71	13.07	n
黄杏核	1.21	0	n
铁观音	12.98	9.77	n
乌龙茶	12.21	11.57	n
桔普茶	12.61	11.25	n
水草	13.33	8.86	n
海藻	11.35	13.27	n
水果软核	12.58	11.65	n
咸蛋壳	11.53	13.41	n
凤梨皮	13.85	8.13	n
香榧子壳	10.05	15.34	n
鸡蛋皮	14.02	8.08	n
胡椒粉	13.16	9.31	n
苹果派	11.45	13.81	n
蹄膀	11.86	12.29	n
桂圆核	11.48	13.02	n
甲鱼	12.37	11.76	n
奶酪	12.82	10.16	n
酒酿	10.28	15.37	n
黄瓜皮	11.86	12.29	n
生鸡蛋壳	11.49	13.48	n
花茶渣	1.09	0	n
年糕	12.03	11.94	n
荷叶	11.91	12.19	n
青蟹壳	12.94	9.86	n
红辣椒	10.52	15.25	n
拖把	11.15	14.06	n
抹布	13.82	8.62	n
一次性筷子	11.65	12.71	n
树枝	14.54	10.94	n
陶瓷类废弃物	12.29	11.38	n
清扫渣土	12.78	10.86	n
陶瓷碗碟	11.16	13.6	n
大块骨头	11.53	13.41	n
植物硬壳	0.71	0	n
枯萎花草	12.74	10.36	n
A4纸包装袋	13.41	9.72	n
零食包装袋	1.11	0	n
热饮杯盖	13.8	7.54	n
咖啡杯杯盖	11.52	13.43	n
钮扣	12.88	10.01	n
面膜	10.22	15.1	n
旧浴缸	12.87	10.65	n
盆子	12.68	10.51	n
旧水槽	11.68	13.14	n
化妆刷	12.61	11.26	n
海绵	12.83	10.14	n
砖块	12.27	12.29	n
篮球	11.95	12.11	n
瓦片	11.63	12.74	n
西梅核	11.66	13.16	n
坏的花盆	13.26	15.55	n
扫把	14.03	8.04	n
木质梳子	12.02	11.97	n
脏污衣服	11.59	13.3	n
湿垃圾袋	0.71	0	n
创口贴	11.63	13.21	n
水彩笔	13.33	8.87	n
过期化妆品	0.71	0	n
发胶	0.76	0	n
旧镜子	13.79	7.56	n
猫罐头	10.06	15.33	n
牙膏壳	12.93	9.89	n
榴莲壳	11.75	12.99	n
塑料垃圾袋	14.18	7.61	n
污染纸张	12.16	11.67	n
废弃食品袋	13.69	7.85	n
一次性餐盒	13	10.36	n
坚果壳	11.79	12.44	n
牙膏皮	13.13	10.03	n
宠物毛	11.92	12.68	n
废弃的纸张	13.69	8.57	n
装修废弃物	14.18	7.6	n
厨余果皮垃圾袋	13.94	7.88	n
灰土	12	12.53	n
污染较严重的纸	13.47	8.47	n
核桃壳	13.67	7.9	n
茶包	11.41	13.61	n
水笔	10.55	14.99	n
胶带	1.21	0	n
一次性咖啡纸杯	13.76	12.22	n
奶茶纸杯	11.76	12.98	n
护理垫	12.59	10.71	n
眼镜	0.92	0	n
包裹着狗屎的纸巾	14.38	7	n
包裹着狗屎的报纸	13.05	10.59	n
雪糕袋	13.1	15.14	n
棉花棒	11.84	13.11	n
橡皮泥	13.11	16.14	n
话梅核	12	12.53	n
肥皂	14.43	6.86	n
干燥剂	13.51	8.37	n
马夹袋	11.6	12.81	n
脱氧剂	12.87	10.05	n
小票	10.29	15.37	n
蚊香片	13.67	14.45	n
干冰	13.8	12.03	n
铅笔屑	13.5	8.39	n
被污染的垃圾袋	0.7	0	n
田螺壳	13.68	7.88	n
蛏子壳	11.75	12.51	n
牡蛎壳	13.26	16.13	n
文蛤壳	11.74	12.54	n
水彩颜料	10.25	15.05	n
一次性口罩	12.78	10.26	n
一次性塑料袋	13.79	7.57	n
污渍纸巾	12.97	10.78	n
贴纸	14.16	7.66	n
指甲片	13.52	8.35	n
香烟	11.49	13.47	n
大米袋	11.88	12.75	n
烟盒	12.61	11.25	n
烧烤木签	11.77	12.48	n
棉花球	13	9.71	n
泡沫盒子	11.14	13.64	n
大龙虾壳	14.2	12.58	n
蜡烛	12.28	11.96	n
文件袋	11.45	13.55	n
胶带纸	13.07	10.19	n
薯片罐	12.03	12.75	n
塑料吸管	12.71	10.42	n
橡胶	12.32	11.87	n
外卖餐盒	13.99	6.97	n
一次性保鲜膜	13.88	8.05	n
湿巾纸	11.91	12.2	n
瓷器碎片	13.14	9.35	n
砖瓦陶瓷	14.74	9.38	n
雪糕包装袋	11.7	13.09	n
泡面桶	14.66	4.77	n
酒精棉花	11.97	13.47	n
玉米皮	13.77	7.61	n
退热贴	1.17	0	n
奶茶塑料杯	1.21	0	n
头屑	12.64	10.6	n
帝王蟹壳	13.99	8.65	n
一次性用品	11.66	12.69	n
陶瓷制品	12.25	11.47	n
烘培纸	12.22	12.08	n
除湿袋	13.29	8.97	n
尿垫	12.14	12.24	n
滤纸	14.15	7.7	n
生蚝壳	11.78	12.46	n
猪大骨	12.5	10.91	n
一次性塑料餐盒	12.58	11.65	n
调料袋	13.59	13.04	n
发热包	1.21	0	n
洗衣液包装袋	10.5	15.06	n
咖啡滤纸	11.5	13.45	n
冷饮棒	13.97	8.22	n
包裹着狗屎的塑料袋	13.19	9.89	n
塑料盖子	12.9	10.6	n
头饰	13.58	8.18	n
胶囊咖啡	12.9	10.59	n
吸油纸	13.87	7.32	n
厨房用纸	11.87	12.27	n
修正带	14.42	8.91	n
琴弦	14.6	4.95	n
呕吐物纸巾	12.8	10.83	n
纸质包装袋	11.11	13.7	n
蜡笔	0.77	0	n
信用卡	12.73	10.39	n
方便面桶	10.99	13.89	n
面膜包装袋	13.18	9.25	n
塑料拖鞋	14.67	6.1	n
橡皮筋	11.32	13.77	n
草稿纸	13.89	8.43	n
水笔笔芯	12	12	n
包裹着猫屎的猫砂	12.67	11.12	n
湿灰尘	13.6	8.11	n
蛤蜊壳	12.31	11.35	n
纽扣（少量）	13.08	9.51	n
一次性塑料手套	11.77	12.96	n
打包盒	12.32	11.88	n
木屑	12.65	11.17	n
蚊香灰	13.84	8.58	n
乳胶	12.12	12.29	n
玻璃胶	11.98	12.05	n
透明胶	12.78	10.27	n
有婴儿粪便的尿不湿	0.91	0	n
暖宝宝贴	11.61	13.84	n
牛奶袋	12.37	11.22	n
鲍鱼壳	11.06	13.78	n
洗脸毛巾	10.27	15.4	n
假发	14.17	7.64	n
血糖试纸	13.07	15.25	n
餐饮外卖盒	13.14	10.37	n
吸管塑料包装	11.47	13.5	n
橡胶制品	11.62	13.51	n
橡胶手套	13.02	9.68	n
收据	14.32	6.72	n
发票	12.37	12.29	n
明信片	13.1	10.11	n
相册	13.39	9.38	n
卫生纸内芯	13.73	7.75	n
过期口红	13.11	9.45	n
黄油包装纸	13.94	8.29	n
脏纸尿裤	12.67	10.53	n
蛋糕盒	13.38	13.97	n
干净无油食品包装袋	11.6	13.54	n
面包袋	12.95	10.48	n
蛋糕袋	12.18	11.62	n
快递单	11.73	12.55	n
营养土	13.61	8.08	n
一次性塑料盘	13.87	8.5	n
冰宝贴	14.77	4.36	n
一次性塑料调羹	12.05	12.72	n
榴莲核	0.9	0	n
验孕棒	13.47	9.16	n
手指甲	11.61	12.79	n
标签	12.28	11.95	n
吊牌	12.74	10.96	n
粘鼠板	14.23	7.01	n
小纸屑	11.85	12.32	n
陶土花瓶	12.64	11.52	n
牛肋骨	14.68	6.07	n
被油污污染过的报纸	13.14	16.98	n
脏纸巾	14.44	6.82	n
衣服标签	12.54	10.83	n
冰袋	11.95	12.63	n
小核桃壳	14.53	5.19	n
电蚊香片	13.37	8.75	n
瓷碎片	13.47	14.66	n
内裤	12.62	11.22	n
卫生棉条	11.85	12.31	n
一次性塑料浴帽	12.56	11.36	n
一次性纸餐盘	13.35	15.18	n
纸巾包装袋	12.02	12.49	n
抽纸塑料袋	11.91	12.19	n
毛笔写过的纸	12.12	12.29	n
防腐剂	11.57	12.86	n
塑料表带	11.86	12.8	n
丝袜	14.69	4.64	n
粉饼盒	12.3	11.37	n
滤芯	11.93	12.65	n
粉底	13.76	8.39	n
绣花针	10.29	15.37	n
订书钉	12.21	11.56	n
夏威夷果壳	12.53	11.75	n
开心果壳	13.34	14.13	n
硅胶猫砂	13.36	9.83	n
水晶猫砂	14.03	6.85	n
冰淇淋包装袋	11.22	13.94	n
润唇膏	11.87	12.28	n
粉尘	13.11	16.14	n
一次性餐具	12.78	10.86	n
卸妆纸巾	10.44	15.36	n
洗衣粉	12.24	12.04	n
气泡膜	13.63	8.73	n
百洁布	13.74	7.7	n
牙齿	11.32	13.77	n
智齿	1.2	0	n
钢笔	11.98	12.56	n
火柴	11.89	13.01	n
一次性纸杯	11.34	13.73	n
回形针	11.71	13.08	n
大头针	13.4	9.98	n
永生花	12.58	11.63	n
记号笔	12.33	11.31	n
棉棒	13.58	15.58	n
带婴儿粪便的纸尿裤	13.72	15.01	n
磁带	12.01	12.51	n
塑封袋	11.41	13.61	n
磨砂膏	10.31	15.34	n
圆珠笔芯	13.9	7.24	n
鼻屎	13.04	10.25	n
面膜外层纸	10.29	15.36	n
草席	13.52	9.03	n
袋泡茶	13.88	7.28	n
茶壶	12.84	10.74	n
塑料花	1.24	0	n
冰箱贴	12.23	11.53	n
假睫毛	13.89	7.26	n
洗碗布	12.51	11.46	n
塑料勺	13.71	7.79	n
电话卡	11.5	12.99	n
凉席	14.24	6.16	n
豆浆袋	12.63	11.75	n
手机壳	12.83	10.75	n
面巾纸	12.81	11.66	n
乒乓球	12.87	10.65	n
泥土	12.23	12.07	n
羽毛球	13.79	9.19	n
网球	12.12	12.29	n
乌龟壳	11.73	13.05	n
烟灰	12.78	11.21	n
毛衣针	10.99	14.31	n
护发精油	11.5	13.46	n
订书针	13.82	13.82	n
紫砂壶	12.86	10.06	n
防晒喷雾	11.63	13.22	n
寄居蟹	12.26	11.99	n
水饺包装袋	10.17	15.17	n
巧克力包装袋	13.26	10.09	n
饼干包装袋	12.73	10.98	n
鼻涕纸	0.73	0	n
婴儿尿布	14.6	4.95	n
固体胶	11.72	13.06	n
棉柔巾	10.31	15.34	n
美瞳	0.7	0	n
奶嘴	12.31	11.34	n
糖纸	11.85	12.81	n
胡须	10.78	14.25	n
包裹着痰的纸巾	0.72	0	n
包裹着鼻涕的纸巾	13.97	13.62	n
KFC纸盒	11.67	13.43	n
麦当劳纸盒	14.17	7.64	n
牛骨	12.18	11.63	n
啤酒瓶盖	13.43	8.59	n
糖果皮	10.09	15.29	n
包裹西瓜籽的纸巾	0.75	0	n
包裹着鼻屎的纸巾	0.79	0	n
除湿盒	10.51	15.05	n
冷饮包装	13.1	16.16	n
外卖塑料袋	11.99	12.02	n
外卖塑料盒	10.51	15.41	n
外卖纸盒	14.19	7.58	n
湿头发	12.06	11.88	n
毛发	13.63	9.14	n
一次性手套	14.65	5.66	n
卸妆膏	11.03	14.25	n
隐形眼镜	0.97	0	n
手机膜	12.21	12.1	n
爆竹	10.31	15.33	n
鞭炮	11.27	13.86	n
防霉防蛀片	11.78	12.95	n
卫生护垫	10.76	14.28	n
摩丝罐	12.93	10.52	n
厨房手套	11.97	12.59	n
沐浴球	11.96	12.08	n
耳塞	12.76	10.32	n
羊蝎子	12.02	12.48	n
牙线棒	13.8	12.03	n
修正液	12.85	10.09	n
卫生间用纸	11.65	12.71	n
陶瓷花瓶	11.3	13.81	n
陶瓷花盆	13.59	8.85	n
防碎气泡膜	13.43	8.59	n
文胸	12.58	10.73	n
水晶泥	14.59	9.36	n
胶纸	12.68	10.5	n
剃须泡沫罐	9.99	15.42	n
风油精	12.05	12.43	n
擦碗布	12.14	12.25	n
碱性电池	13.6	8.12	n
荧光笔	13.84	7.41	n
荧光棒	10.29	15.37	n
烧烤锡纸	13.77	8.37	n
外卖饭盒	13.86	8.09	n
装过湿垃圾的塑料袋	11.5	13.46	n
纸质外卖盒	12.64	10.6	n
塑料外卖盒	11.8	13.19	n
气球	10.32	15.32	n
马桶刷	12.43	11.09	n
画笔	12.93	9.89	n
狗尿垫	14.21	7.52	n
尼龙制品	10.46	15.33	n
编织袋	13.97	8.22	n
太空沙	11.07	13.76	n
炉渣	13.42	9.31	n
带胶制品	11.9	12.72	n
竹制品	13.25	10.11	n
成分复杂的制品	11.91	12.19	n
雪糕棒	13.54	13.23	n
皮皮虾壳	11.71	13.08	n
使用过的安全套	10.46	15.34	n
青口贝	13.09	9.5	n
碎纸屑	13.05	10.23	n
洗头膏瓶	11.57	13.6	n
番茄酱包装袋	14.6	4.96	n
松木猫砂	11.69	12.63	n
身体乳	13.41	8.63	n
青草膏	12.51	10.9	n
洁面摩丝	12.29	12.24	n
一次性塑料勺子	12.81	10.2	n
眼线笔	13.61	12.91	n
眉笔	13.69	8.97	n
眉粉	13.86	8.51	n
红笔	13.7	7.83	n
签字笔	12.47	10.99	n
沾有油渍的食品包装袋	10.29	15.37	n
薯片包装袋	11.8	12.9	n
自动铅笔笔芯	12.35	12.59	n
香薰球	11.05	14.22	n
徽章	12.87	11.24	n
脚皮	13.65	7.97	n
隐形眼镜护理液	12.8	10.81	n
脏卫生巾	11.28	13.84	n
湿塑料袋	12.76	10.3	n
牛骨棒	0.8	0	n
姨妈巾	13.73	8.46	n
草纸	12.69	10.49	n
别针	13.54	9.38	n
雨披	11.89	12.23	n
雨衣	11.54	12.92	n
湿纸巾包装	13.59	8.14	n
碟片	13.32	9.57	n
纸饭盒	11.22	13.94	n
成人用品	10.02	15.38	n
河蚌壳	13.93	8.33	n
香肠壳	13.55	13.22	n
发夹	12.22	12.09	n
发带	12.66	11.15	n
浆糊	11.74	12.53	n
驱蚊香片	13.04	9.62	n
薯片盒	13.31	9.95	n
动物毛	0.9	0	n
粉扑	12.26	11.46	n
咖啡胶囊	13.76	14.08	n
鸡毛	12.5	10.92	n
安全套包装袋	11.22	13.5	n
胸罩	14.08	6.68	n
尿片	12	12.52	n
棉绳	12.29	11.93	n
广告颜料	12.37	11.22	n
陶泥	13.8	12.03	n
猪骨头	13.96	8.25	n
使用过的面膜	13.84	13.06	n
使用过的卫生巾	0.9	0	n
喝过的奶茶杯子	14.12	7.79	n
碎纸	12.47	11.88	n
泡面袋	12.9	10.94	n
太阳眼镜	13.56	15.87	n
墨镜	10.25	15.42	n
美妆蛋	13.43	8.59	n
胭脂	10.41	15.2	n
油条包装袋	1.1	0	n
披萨盒	11.59	13.3	n
印泥	13.62	8.78	n
购物卡	14.08	6.68	n
订书机钉	13.28	9	n
彩泥	0.7	0	n
冰贴	11.13	13.66	n
香烟头	13.18	9.27	n
泡沫饭盒	13.08	9.52	n
软木塞	12.29	11.38	n
葡萄酒木塞	12.32	11.32	n
包裹着口香糖的纸巾	12.72	10.41	n
耳屎	12.59	11.3	n
火腿肠包装纸	12.09	12.63	n
艾灸条	13.85	7.37	n
保冷剂	0.74	0	n
草木灰	11.73	12.56	n
肥料	12.36	11.24	n
驱蚊手环	12.72	10.4	n
宣纸	11.51	12.96	n
挂耳咖啡	13.57	8.21	n
滤挂咖啡	14.61	4.94	n
柳絮	13.19	9.89	n
洗涤液包装袋	12.31	11.34	n
石锅	10.34	15.29	n
灭蚊灯	12.6	10.69	n
收银条	13.61	8.09	n
手帕	13.07	15.26	n
红酒塞	11.02	13.84	n
除湿剂	14.37	6.58	n
枕巾	11.35	13.27	n
1号电池（无汞）	0.71	0	n
电子烟烟弹	11.45	13.81	n
陶瓷盘子	0.87	0	n
榨菜袋	11.54	12.92	n
卷筒纸	13.62	8.78	n
方便面调味包	12.89	9.99	n
脱毛膏	12.71	11.35	n
三角裤	13.53	15.47	n
平角裤	12.89	9.99	n
海绵粉扑	10.31	15.33	n
一次性竹筷子	13.25	10.1	n
碎碗	13.17	14.85	n
笔袋	11.24	13.46	n
海螺壳	12.81	10.18	n
棉线	0.92	0	n
糖包	14.31	7.22	n
鼠标垫	11.87	12.27	n
酸奶袋	13.56	15.65	n
蒸汽眼罩	12.25	12.02	n
羊骨	13.5	9.1	n
便利贴	14.29	6.81	n
水果塑料盒	14.07	7.48	n
糖浆包	10.61	15.37	n
花泥	10.77	14.26	n
拉链	13.4	8.68	n
